id,slug,title,country,ancestry,lat,lon,source,confidence,wikidata_id,notes
582,samothrace,Samothrace,Greece,Greek Islands / Greece / Browse by Countries,40.500815,25.529646,wikidata,high,Q38283593,"matched 'Palaiopoli Archaeological Site' (archaeological site in Samothrace, Greece) — archaeological/historic class; country match"
583,mykonos,Mykonos,Greece,Cyclades Islands / Greek Islands / Greece / Browse by Countries,37.44529,25.32872,wikidata,medium,Q12286651,"matched 'Mykonos' (town on Mykonos island, South Aegean) — place class; country match"
584,samos,Samos,Greece,Dodecanese Islands / Greek Islands / Greece / Browse by Countries,37.69083333,26.93833333,wikidata,high,Q13580795,matched 'Samos' (ancient Greek city-state) — archaeological/historic class; country match
585,patara-theater-bouleuterion,Patara Theater & Bouleuterion,Turkey,Lycia/Caria/Turquoise/Mediterranean Coast / Western Turkey / Turkey / Browse by Countries,36.260278,29.314167,wikidata,high,Q233121,matched 'Patara' (Lycian settlement on the Mediterranean coast of Turkey) — archaeological/historic class; country match
586,xanthos-monuments,Xanthos Monuments,Turkey,Lycia/Caria/Turquoise/Mediterranean Coast / Western Turkey / Turkey / Browse by Countries,36.357132,29.319255,wikidata,high,Q464936,matched 'Xanthos' (ancient city of Ionia in modern-day Turkey and UNESCO World Heritage Site) — archaeological/historic class; country match
587,letoönletoon,Letoön/Letoon,Turkey,Lycia/Caria/Turquoise/Mediterranean Coast / Western Turkey / Turkey / Browse by Countries,36.331944444444,29.289722222222,wikidata,high,Q703480,matched 'Letoon' (Ancient Lycian city and part of UNESCO World Heritage site in Turkey) — archaeological/historic class; country match
588,alexandria-troas-remote-places,Alexandria Troas: Remote Places,Turkey,Northern Aegean / Western Turkey / Turkey / Browse by Countries,39.75194444,26.15861111,wikidata,high,Q1393407,matched 'Alexandria Troas' (ancient city of Troas in modern-day Turkey) — archaeological/historic class; country match
590,limyra-roman-bridge,Limyra Roman Bridge,Turkey,Lycia/Caria/Turquoise/Mediterranean Coast / Western Turkey / Turkey / Browse by Countries,36.342806,30.1705,wikidata,high,Q780117,matched 'Limyra' (human settlement) — archaeological/historic class; country match
591,piraeus-archaeological-museum,Piraeus Archaeological Museum,Greece,Athens (11 folders) / Greece South / Greece / Browse by Countries,37.943,23.646944444444,wikidata,low,Q58976,"matched 'Piraeus' (city and port of Attica region, Greece) — country match"
592,ephesus-terrace-houses,Ephesus Terrace Houses,Turkey,Central & Southern Aegean / Western Turkey / Turkey / Browse by Countries,37.939722,27.348611,wikidata,high,Q47611,matched 'Ephesus' (ancient Greek city in Anatolia) — archaeological/historic class; country match
593,masada-bath-storerooms-and-headquarters,"Masada: Bath, Storerooms, and Headquarters",Israel,Dead Sea / Central / Israel / Browse by Countries,31.315555555556,35.353888888889,wikidata,high,Q186312,matched 'Masada' (archaeological site in southeastern Israel) — archaeological/historic class; country match
595,pompeii-public-structures-and-mount-vesuvius,Pompeii Public Structures and Mount Vesuvius,Italy,Italy / Browse by Countries,40.750556,14.489722,wikidata,high,Q43332,"matched 'Pompeii' (ancient Roman city near modern Naples, Italy) — archaeological/historic class; country match"
596,amphipolis-museum,Amphipolis Museum,Greece,Greece North / Greece / Browse by Countries,40.839444444444,23.862777777778,wikidata,high,Q18010006,"matched 'Kasta tomb' (ancient Macedonian tomb in Amfipoli, Macedonia, Greece) — archaeological/historic class; country match"
597,masada-water-systems,Masada Water Systems,Israel,Dead Sea / Central / Israel / Browse by Countries,31.315555555556,35.353888888889,wikidata,high,Q186312,matched 'Masada' (archaeological site in southeastern Israel) — archaeological/historic class; country match
598,laodicea-temples,Laodicea Temples,Turkey,Central & Southern Aegean / Western Turkey / Turkey / Browse by Countries,37.835833333333,29.1075,wikidata,high,Q849709,matched 'Laodicea on the Lycus' (ancient city of Phrygia in modern-day Turkey) — archaeological/historic class; country match
599,hazor-artifacts,Hazor Artifacts,Israel,Huleh Valley / North / Israel / Browse by Countries,33.0076,35.594,wikidata,high,Q8049270,"matched 'Khirbet, Yarda' (archaeological site in the Upper Galilee, Israel) — archaeological/historic class; country match"
600,perga-western-excavations,Perga Western Excavations,Turkey,Mediterranean Coast / Central Turkey / Turkey / Browse by Countries,39.116667,27.183333,wikidata,high,Q18986,matched 'Pergamon' (ancient city of Ionia in modern-day Turkey and UNESCO World Heritage Site) — archaeological/historic class; country match
603,meteora,Meteora,Greece,Greece Central / Greece / Browse by Countries,39.7125,21.626666666666665,wikidata,low,Q3125051,matched 'Meteora' (rock formation with cluster of Greek Orthodox monasteries) — country match
604,tell-jemmeh,Tell Jemmeh,Israel,Philistine Plain / Central / Israel / Browse by Countries,31.3875,34.44472222,wikidata,high,Q1301002,matched 'Tell Jemmeh' (archaeological site in Israel) — archaeological/historic class; country match
605,bethlehem-shepherds-field,Bethlehem Shepherds' Field,Israel,Hill Country of Judah / Central / Israel / Browse by Countries,31.7591802,35.221899,nominatim,low,,"matched 'בית לחם, מחנה אלנבי, בקעה, ירושלים | القدس, נפת ירושלים, מחוז ירושלים, 9347102, ישראל'"
1606,acropolis,Acropolis,Greece,Acropolis (7 folders) / Athens (11 folders) / Greece South / Greece / Browse by Countries,37.971666666666664,23.726111111111113,wikidata,high,Q131013,matched 'Acropolis of Athens' (ancient citadel above the city of Athens) — archaeological/historic class; country match
1607,alexandria-troas-forum-and-area,Alexandria Troas: Forum and Area,Turkey,Northern Aegean / Western Turkey / Turkey / Browse by Countries,39.75194444,26.15861111,wikidata,high,Q1393407,matched 'Alexandria Troas' (ancient city of Troas in modern-day Turkey) — archaeological/historic class; country match
1608,eastern-benjamin,Eastern Benjamin,Israel,Hill Country of Benjamin / Central / Israel / Browse by Countries,31.7867522,35.2446988,nominatim,low,,"matched 'אוניברסיטת בריגהם יאנג, שמואל בן-עדיה, א-טור, ירושלים | القدس, נפת ירושלים, מחוז ירושלים, 9119001, ישראל'"
2608,nebi-samwil,Nebi Samwil,Israel,Hill Country of Benjamin / Central / Israel / Browse by Countries,33.1128109,35.5565989,nominatim,low,,"matched 'נבי יושע, 899, מועצה אזורית מבואות החרמון, נפת צפת, מחוז הצפון, ישראל'"
2609,views-from-the-mount-of-olives,Views from the Mount of Olives,Israel,Mount of Olives (5 folders) / Jerusalem (65 folders!) / Central / Israel / Browse by Countries,,,,none,,no match
2610,views-2610,Views,Israel,Lower Galilee / North / Israel / Browse by Countries,,,,none,,no match
2611,nabi-shuayb-jethro-druze,Nabi Shu'ayb (Jethro - Druze),Israel,Lower Galilee / North / Israel / Browse by Countries,32.80525,35.45046,wikidata,low,Q2590976,matched 'Nabi Shu'ayb' (Druze religious prophet) — country match
2612,church-of-saint-john-the-baptist,Church of Saint John the Baptist,Israel,5 Churches of Jerusalem (folder) / Jerusalem (65 folders!) / Central / Israel / Browse by Countries,32.7456141,35.3381848,nominatim,low,,"matched 'كنيسه, 754, כפר כנא, נפת יזרעאל, מחוז הצפון, 1789089, ישראל'"
3609,magdala-site,Magdala Site,Israel,Sea of Galilee 19 folders / North / Israel / Browse by Countries,32.839166666667,35.5075,wikidata,medium,Q4880851,"matched 'Magdala' (ancient city, biblical location) — place class; country match"
3610,old-city-views,Old City Views,Israel,Jerusalem (65 folders!) / Central / Israel / Browse by Countries,48.690959,9.14062,wikidata,low,Q46,matched 'Europe' (terrestrial continent located in north-western Eurasia) — no reason
3611,petra-treasury-and-monastery,Petra Treasury and Monastery,Jordan,South/Edom 2 Folders / Jordan / Browse by Countries,30.3258363,35.4745669,nominatim,low,,"matched 'البتراء, Petra Sub-District, لواء البتراء, معان, 71810, الأردن'"
3613,pekin-on-via-egnatia,Pekin on Via Egnatia,Albania,Albania / Browse by Countries,41.0461304,19.7494517,nominatim,low,,"matched 'Peqin, Bashkia Peqin, Qarku i Elbasanit, Shqipëria Qendrore, 3501, Shqipëria'"
3614,ad-quintum,Ad Quintum,Albania,Albania / Browse by Countries,41.094112,20.014874,wikidata,high,Q13046345,matched 'Ad Quintum' (antique Roman city) — archaeological/historic class; country match
3616,durres-museum,Durres Museum,Albania,Albania / Browse by Countries,41.31333333333333,19.445833333333333,wikidata,medium,Q83285,matched 'Durrës' (city in Albania) — place class; country match
3617,tell-elhesi,Tell el–Hesi,Israel,Philistine Plain / Central / Israel / Browse by Countries,33.016667,35.133333,nominatim,low,,"matched 'Et Tell, 89, מועצה אזורית מטה אשר, נפת עכו, מחוז הצפון, 2221201, ישראל'"
3618,süleymaniye-complex-istanbul,Süleymaniye Complex Istanbul,Turkey,Istanbul and Marmara Region / Western Turkey / Turkey / Browse by Countries,41.12138888888889,26.804444444444446,wikidata,low,Q1892452,"matched 'Süleymaniye' (village in Uzunköprü, Edirne, northwestern Turkey) — country match"
3619,beth-shanscythopolis-theater-and-amphitheater,Beth Shan/Scythopolis Theater and Amphitheater,Israel,Jordan Valley / Central / Israel / Browse by Countries,32.503,35.5028,wikidata,high,Q3517238,matched 'Scythopolis' (archaeological site) — archaeological/historic class; country match
3620,beth-shanscythopolis-lower-city,Beth Shan/Scythopolis Lower City,Israel,Jordan Valley / Central / Israel / Browse by Countries,32.503,35.5028,wikidata,high,Q3517238,matched 'Scythopolis' (archaeological site) — archaeological/historic class; country match
3621,ephesus-basilica-of-st-john,Ephesus Basilica of St John,Turkey,Central & Southern Aegean / Western Turkey / Turkey / Browse by Countries,37.939722,27.348611,wikidata,high,Q47611,matched 'Ephesus' (ancient Greek city in Anatolia) — archaeological/historic class; country match
3623,cos-museum,Cos Museum,Greece,Dodecanese Islands / Greek Islands / Greece / Browse by Countries,36.7936933,27.0848266,nominatim,low,,"matched 'Κως, Περιφερειακή Ενότητα Κω, Περιφέρεια Νοτίου Αιγαίου, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς'"
3624,cos-asclepion-healing-center,Cos Asclepion (Healing Center),Greece,Dodecanese Islands / Greek Islands / Greece / Browse by Countries,38.0193845,23.8359957,nominatim,low,,"matched 'Prana Healing Center, 7, Χείλωνος, Πευκάκια, Αγία Παρασκευή, Δήμος Αγίας Παρασκευής, Περιφερειακή Ενότητα Βορείου Τομέα '"
3625,antalya-museum-statues-from-caracalla-nymphaeum-perga,Antalya Museum Statues from Caracalla Nymphaeum Perga,Turkey,Mediterranean Coast / Central Turkey / Turkey / Browse by Countries,36.90812,30.69556,wikidata,medium,Q6487,matched 'Antalya' (city in Turkey) — place class; country match
3628,wohl-museum,Wohl Museum,Israel,Old City Antiquities (3 folders) / Jerusalem (65 folders!) / Central / Israel / Browse by Countries,31.7796149,35.2036053,nominatim,low,,"matched 'גן וואהל לוורדים, קרית הממשלה, ירושלים | القدس, נפת ירושלים, מחוז ירושלים, ישראל'"
3630,shiloh-divine-presence,Shiloh Divine Presence,Israel,Hill Country of Ephraim / Central / Israel / Browse by Countries,32.05570278,35.28953611,wikidata,high,Q985542,matched 'Shiloh' (Biblical city) — archaeological/historic class; country match
3631,aqueducts-to-jerusalem,Aqueducts to Jerusalem,Israel,Hill Country of Judah / Central / Israel / Browse by Countries,,,,none,,no match
3633,western-benjamin,Western Benjamin,Israel,Hill Country of Benjamin / Central / Israel / Browse by Countries,32.908004,35.2882554,nominatim,low,,"matched 'שדרות נשיאי ישראל, כרמיאל, הדרומית, רמת רבין, כרמיאל, נפת עכו, מחוז הצפון, 2195106, ישראל'"
3634,pompeii-commercial-structures,Pompeii Commercial Structures,Italy,Italy / Browse by Countries,40.750556,14.489722,wikidata,high,Q43332,"matched 'Pompeii' (ancient Roman city near modern Naples, Italy) — archaeological/historic class; country match"
3635,ostia-commercial-structures,Ostia Commercial Structures,Italy,Italy / Browse by Countries,41.75416666666667,12.2875,wikidata,high,Q1012797,matched 'Ostia' (ancient Roman city and colony) — archaeological/historic class; country match
3636,bethlehem-saint-catherines-church,Bethlehem Saint Catherine's Church,Israel,Hill Country of Judah / Central / Israel / Browse by Countries,31.7591802,35.221899,nominatim,low,,"matched 'בית לחם, מחנה אלנבי, בקעה, ירושלים | القدس, נפת ירושלים, מחוז ירושלים, 9347102, ישראל'"
3637,nazareth-churches-excavations-and-artifacts,"Nazareth Churches, Excavations and Artifacts",Israel,Lower Galilee / North / Israel / Browse by Countries,32.702102777778,35.29785,wikidata,medium,Q430776,matched 'Nazareth' (city in Israel; predominantly inhabited by Muslim-Arab citizens of Israel; a center of Christian pilgrimage as the childhood home of Jesus) — place class; country match
3638,ostia-public-structures,Ostia Public Structures,Italy,Italy / Browse by Countries,41.75416666666667,12.2875,wikidata,high,Q1012797,matched 'Ostia' (ancient Roman city and colony) — archaeological/historic class; country match
3639,ostia-religious-structures,Ostia Religious Structures,Italy,Italy / Browse by Countries,41.75416666666667,12.2875,wikidata,high,Q1012797,matched 'Ostia' (ancient Roman city and colony) — archaeological/historic class; country match
3640,pergamum-temples,Pergamum: Temples,Turkey,Northern Aegean / Western Turkey / Turkey / Browse by Countries,39.116667,27.183333,wikidata,high,Q18986,matched 'Pergamon' (ancient city of Ionia in modern-day Turkey and UNESCO World Heritage Site) — archaeological/historic class; country match
3641,patmos-cave-of-the-apocalypse,Patmos: Cave of the Apocalypse,Greece,Dodecanese Islands / Greek Islands / Greece / Browse by Countries,37.309166666667,26.546666666667,wikidata,medium,Q12882473,"matched 'Chora' (village and capital of Patmos, Greece) — place class; country match"
3642,miniatürk-scale-models,Miniatürk — Scale Models,Turkey,Istanbul and Marmara Region / Western Turkey / Turkey / Browse by Countries,41.06,28.948611111111,wikidata,high,Q1085952,matched 'Miniatürk' (miniature park) — archaeological/historic class; country match
3643,pompeii-the-forum-area,Pompeii The Forum Area,Italy,Italy / Browse by Countries,40.750556,14.489722,wikidata,high,Q43332,"matched 'Pompeii' (ancient Roman city near modern Naples, Italy) — archaeological/historic class; country match"
3644,hagia-eirene,Hagia Eirene,Turkey,Istanbul and Marmara Region / Western Turkey / Turkey / Browse by Countries,41.00833333333333,28.98,wikidata,high,Q12506,"matched 'Hagia Sophia' (mosque, museum, and former church in Istanbul, Turkey) — archaeological/historic class; country match"
3645,sardis-artemis-temple-plus,Sardis Artemis Temple Plus,Turkey,Northern Aegean / Western Turkey / Turkey / Browse by Countries,38.488333,28.040278,wikidata,high,Q232615,"matched 'Sardis' (ancient city in Anatolia, today an archaeological site at Sart, Turkey) — archaeological/historic class; country match"
3646,herculaneum,Herculaneum,Italy,Italy / Browse by Countries,40.806111,14.3475,wikidata,high,Q178813,matched 'Herculaneum' (Roman town destroyed by eruption of Mount Vesuvius) — archaeological/historic class; country match
3647,pompeii-house-of-the-tragic-poet,Pompeii House of the Tragic Poet,Italy,Italy / Browse by Countries,40.750556,14.489722,wikidata,high,Q43332,"matched 'Pompeii' (ancient Roman city near modern Naples, Italy) — archaeological/historic class; country match"
3648,mamertine-prison,Mamertine Prison,Italy,Rome 13 Folders / Italy / Browse by Countries,41.893333333333,12.484444444444,wikidata,high,Q1035634,matched 'Mamertine Prison' (prison) — archaeological/historic class; country match
3649,rome-porta-maggiore-and-tomb-of-baker,Rome: Porta Maggiore and Tomb of Baker,Italy,Rome 13 Folders / Italy / Browse by Countries,41.893055555556,12.482777777778,wikidata,low,Q220,matched 'Rome' (capital and largest city of Italy) — country match
3650,basilica-of-the-holy-cross,Basilica of the Holy Cross,Italy,Rome 13 Folders / Italy / Browse by Countries,43.76845,11.26274,wikidata,medium,Q51177,"matched 'Basilica of Santa Croce' (Franciscan church in Florence, Italy) — place class; country match"
3652,roman-forum-west,Roman Forum West,Italy,Rome 13 Folders / Italy / Browse by Countries,45.9922177,12.5425663,nominatim,low,,"matched 'Romano / Roman, Fontanafredda / Fontanefrede, Pordenone / Pordenon, Friuli-Venezia Giulia, 33074, Italia'"
3654,malta-maritime-museum,Malta Maritime Museum,Malta,Malta / Browse by Countries,35.88763889,14.52083333,wikidata,high,Q3013993,"matched 'Malta Maritime Museum' (museum in Birgu, Malta) — archaeological/historic class; country match"
3655,malta-san-pawl-milqi,Malta San Pawl Milqi,Malta,Malta / Browse by Countries,35.9311442,14.3951627,nominatim,low,,matched 'Malta'
3656,elite-house-on-malta,Elite House on Malta,Malta,Malta / Browse by Countries,35.9270656,14.4352008,nominatim,low,,"matched 'Brendon Elite, B19 Lower, Triq Il-Burmarrad, San Pawl tat-Tarġa, Baħar iċ-Ċagħaq, In-Naxxar, Reġjun tat-Tramuntana, NXR '"
3657,valletta-the-capital-of-malta,Valletta the Capital of Malta,Malta,Malta / Browse by Countries,35.897777777778,14.5125,wikidata,medium,Q23800,matched 'Valletta' (capital of Malta) — place class; country match
3658,bays-of-malta,Bays of Malta,Malta,Malta / Browse by Countries,,,,none,,no match
3659,saint-paul-outside-the-walls,Saint Paul Outside the Walls,Italy,Rome 13 Folders / Italy / Browse by Countries,41.858611111111,12.477222222222,wikidata,low,Q231699,"matched 'Basilica of Saint Paul outside the Walls' (church in Rome, Italy) — country match"
3660,rome-via-appia,Rome: via Appia,Italy,Rome 13 Folders / Italy / Browse by Countries,41.893055555556,12.482777777778,wikidata,low,Q220,matched 'Rome' (capital and largest city of Italy) — country match
3661,rome-ara-pacis-altar,Rome: Ara Pacis Altar,Italy,Rome 13 Folders / Italy / Browse by Countries,41.893055555556,12.482777777778,wikidata,low,Q220,matched 'Rome' (capital and largest city of Italy) — country match
3662,walls-of-the-old-city-of-jerusalem,Walls of the Old City of Jerusalem,Israel,Jerusalem (65 folders!) / Central / Israel / Browse by Countries,31.7760244,35.2264901,nominatim,low,,"matched 'גן לאומי סביב חומות ירושלים העתיקה, הר ציון, ירושלים | القدس, נפת ירושלים, מחוז ירושלים, ישראל'"
3664,frescos,Frescos,Italy,Naples Museum / Italy / Browse by Countries,,,,none,,no match
3665,modiin,Modiin,Israel,Hill Country of Ephraim / Central / Israel / Browse by Countries,31.928888888889,34.994722222222,wikidata,high,Q49004108,matched 'Modiin' (Archeological site in Israel) — archaeological/historic class; country match
3666,objects-old-testamentbce-in-israel-museum,Objects Old Testament/BCE in Israel Museum,Israel,Israel Museum and Yad VaShem (5 folders) / Jerusalem (65 folders!) / Central / Israel / Browse by Countries,,,,none,,no match
3667,tre-fontane-church,Tre Fontane Church,Italy,Rome 13 Folders / Italy / Browse by Countries,46.06666667,11.11666667,wikidata,low,Q3376,matched 'Trento' (Italian city in the North-East of the country) — country match
3668,pompeii-house-of-the-faun,Pompeii House of the Faun,Italy,Italy / Browse by Countries,40.750556,14.489722,wikidata,high,Q43332,"matched 'Pompeii' (ancient Roman city near modern Naples, Italy) — archaeological/historic class; country match"
3669,mosaics,Mosaics,Italy,Naples Museum / Italy / Browse by Countries,44.4210581,12.1970804,nominatim,low,,"matched 'Il Mausoleo di Galla Placidia e i suoi mosaici - The Mausoleum of Galla Placidia and its mosaics, Via Galla Placidia, Co'"
3670,mount-tabor,Mount Tabor,Israel,Jezreel Valley (5 folders) / North / Israel / Browse by Countries,32.68625,35.392916666667,wikidata,low,Q193785,matched 'Mount Tabor' (mountain in northern Israel traditionally believed to be the scene of the Transfiguration of Jesus) — country match
3671,hecht-museum-haifa,Hecht Museum Haifa,Israel,North / Israel / Browse by Countries,31.7918583,35.2422214,nominatim,low,,"matched 'בית הכנסת הכט, בנימין מזר, הר הצופים, ירושלים | القدس, נפת ירושלים, מחוז ירושלים, 9711769, ישראל'"
3672,joppajaffa,Joppa/Jaffa,Israel,Philistine Plain / Central / Israel / Browse by Countries,32.052222222222,34.753055555556,wikidata,medium,Q180294,matched 'Jaffa' (southern and oldest part of Tel Aviv) — place class; country match
3673,kh-alrai,Kh al–Ra'i,Israel,Shephelah / Central / Israel / Browse by Countries,,,,none,,no match
3674,maagan-mikhael-shipwreck,Ma'agan Mikhael Shipwreck,Israel,Sharon Plain (12 folders) / Central / Israel / Browse by Countries,32.706297222222,35.599897222222,wikidata,low,Q2916656,matched 'Ma'agan' (kibbutz in northern Israel) — country match
3675,church-of-nativity-mosaics-etc,Church of Nativity Mosaics etc.,Israel,Hill Country of Judah / Central / Israel / Browse by Countries,32.7456141,35.3381848,nominatim,low,,"matched 'كنيسه, 754, כפר כנא, נפת יזרעאל, מחוז הצפון, 1789089, ישראל'"
3677,statues,Statues,Italy,Museum: Palazzo Massimo Alle Terme / Rome 13 Folders / Italy / Browse by Countries,44.4217088,12.2082872,nominatim,low,,"matched 'Cow statues, Via della Darsena, Teodorico, Ravenna, Emilia-Romagna, 48121, Italia'"
3678,statues-3678,Statues,Italy,Naples Museum / Italy / Browse by Countries,44.4217088,12.2082872,nominatim,low,,"matched 'Cow statues, Via della Darsena, Teodorico, Ravenna, Emilia-Romagna, 48121, Italia'"
3679,puteoli,Puteoli,Italy,Italy / Browse by Countries,40.823055555556,14.122222222222,wikidata,low,Q72425,matched 'Pozzuoli' (Italian comune) — country match
3680,syracuse-sicily,Syracuse Sicily,Italy,Italy / Browse by Countries,37.083333333333,15.283333333333,wikidata,high,Q4420718,matched 'Syracuse' (city of ancient Sicily) — archaeological/historic class; country match
3682,imperial-cult-room,Imperial Cult Room,Turkey,Ephesus Museum 4 Folders / Central & Southern Aegean / Western Turkey / Turkey / Browse by Countries,36.4893139,32.1140389,nominatim,low,,"matched 'Imperial, 229 Sokak, Mahmutlar, Alanya, Antalya, Akdeniz Bölgesi, 07450, Türkiye'"
3683,terrace-houses-and-residences,Terrace Houses and Residences,Turkey,Ephesus Museum 4 Folders / Central & Southern Aegean / Western Turkey / Turkey / Browse by Countries,36.7805586,31.4073336,nominatim,low,,"matched 'Terrace, Kemer, Side, Manavgat, Antalya, Akdeniz Bölgesi, Türkiye'"
3684,ephesus-upper-city,Ephesus Upper City,Turkey,Central & Southern Aegean / Western Turkey / Turkey / Browse by Countries,37.939722,27.348611,wikidata,high,Q47611,matched 'Ephesus' (ancient Greek city in Anatolia) — archaeological/historic class; country match
3688,ephesus-middle-city,Ephesus Middle City,Turkey,Central & Southern Aegean / Western Turkey / Turkey / Browse by Countries,37.939722,27.348611,wikidata,high,Q47611,matched 'Ephesus' (ancient Greek city in Anatolia) — archaeological/historic class; country match
3689,ephesus-area,Ephesus Area,Turkey,Central & Southern Aegean / Western Turkey / Turkey / Browse by Countries,37.939722,27.348611,wikidata,high,Q47611,matched 'Ephesus' (ancient Greek city in Anatolia) — archaeological/historic class; country match
3690,roman-fora,Roman Fora,Italy,Rome 13 Folders / Italy / Browse by Countries,45.9922177,12.5425663,nominatim,low,,"matched 'Romano / Roman, Fontanafredda / Fontanefrede, Pordenone / Pordenon, Friuli-Venezia Giulia, 33074, Italia'"
3691,palatine-hill,Palatine Hill,Italy,Rome 13 Folders / Italy / Browse by Countries,41.888333333333,12.486944444444,wikidata,high,Q200642,"matched 'Palatine Hill' (centremost of the seven hills of Rome, Italy) — archaeological/historic class; country match"
3692,rhegium,Rhegium,Italy,Italy / Browse by Countries,38.109279,15.64393,wikidata,high,Q3429952,matched 'Rhegion' (ancient city-state of Calabria) — archaeological/historic class; country match
3693,pompeii-house-of-venus-in-the-shell,Pompeii House of Venus in the Shell,Italy,Italy / Browse by Countries,40.750556,14.489722,wikidata,high,Q43332,"matched 'Pompeii' (ancient Roman city near modern Naples, Italy) — archaeological/historic class; country match"
3694,pompeii-forum-bath-public,Pompeii Forum Bath Public,Italy,Italy / Browse by Countries,40.750556,14.489722,wikidata,high,Q43332,"matched 'Pompeii' (ancient Roman city near modern Naples, Italy) — archaeological/historic class; country match"
3697,rabatmdinamelita,Rabat/Mdina/Melita,Malta,Malta / Browse by Countries,35.881666666667,14.398888888889,wikidata,medium,Q44381,"matched 'Rabat' (town near Mdina, Malta) — place class; country match"
3699,dor-museum,Dor Museum,Israel,Sharon Plain (12 folders) / Central / Israel / Browse by Countries,32.6075668,34.9230461,nominatim,low,,"matched 'דור, מועצה אזורית חוף הכרמל, נפת חדרה, מחוז חיפה, ישראל'"
3700,paestum,Paestum,Italy,Italy / Browse by Countries,40.42,15.005555555556,wikidata,high,Q329967,"matched 'Paestum' (ancient Greek city in present-day village Paestum, Italy) — archaeological/historic class; country match"
3702,perga-southern-excavations,Perga Southern Excavations,Turkey,Mediterranean Coast / Central Turkey / Turkey / Browse by Countries,39.116667,27.183333,wikidata,high,Q18986,matched 'Pergamon' (ancient city of Ionia in modern-day Turkey and UNESCO World Heritage Site) — archaeological/historic class; country match
3703,troy-museum,Troy Museum,Turkey,Northern Aegean / Western Turkey / Turkey / Browse by Countries,39.95527778,26.24916667,wikidata,medium,Q5994097,matched 'Troy Museum' (archaeological museum in northwestern Turkey.) — place class; country match
3704,pompeii-temple-of-isis,Pompeii Temple of Isis,Italy,Italy / Browse by Countries,40.750556,14.489722,wikidata,high,Q43332,"matched 'Pompeii' (ancient Roman city near modern Naples, Italy) — archaeological/historic class; country match"
3706,lyon-lugdunum,Lyon - Lugdunum,France,France / Browse by Countries,45.7675,4.835,wikidata,low,Q456,matched 'Lyon' (city of France) — country match
3707,lyon-museum,Lyon Museum,France,France / Browse by Countries,45.7675,4.835,wikidata,low,Q456,matched 'Lyon' (city of France) — country match
3708,bethsaida-el-araj,Bethsaida el-Araj,Israel,Sea of Galilee 19 folders / North / Israel / Browse by Countries,32.90995,35.63053611,wikidata,high,Q501773,matched 'Bethsaida' (archaeological site) — archaeological/historic class; country match
3709,mount-carmel,Mount Carmel,Israel,North / Israel / Browse by Countries,32.6725,35.023333,wikidata,low,Q185318,matched 'Mount Carmel' (mountain in Israel) — country match
3710,yenikapi-harbor-subway,Yenikapi Harbor Subway,Turkey,Istanbul and Marmara Region / Western Turkey / Turkey / Browse by Countries,41.004777007816465,28.95248954643418,wikidata,high,Q15136731,"matched 'Yenikapı railway station' (railway station in Istanbul, Turkey) — archaeological/historic class; country match"
3711,perga-eastern-section,Perga Eastern Section,Turkey,Mediterranean Coast / Central Turkey / Turkey / Browse by Countries,39.116667,27.183333,wikidata,high,Q18986,matched 'Pergamon' (ancient city of Ionia in modern-day Turkey and UNESCO World Heritage Site) — archaeological/historic class; country match
3712,sardis-special,Sardis Special,Turkey,Northern Aegean / Western Turkey / Turkey / Browse by Countries,38.488333,28.040278,wikidata,high,Q232615,"matched 'Sardis' (ancient city in Anatolia, today an archaeological site at Sart, Turkey) — archaeological/historic class; country match"
3713,salamis-cyprus,Salamis Cyprus,Cyprus,Cyprus / Browse by Countries,35.183333333333,33.9,wikidata,high,Q767089,matched 'Salamis' (historical state on Cyprus and archaeological site) — archaeological/historic class; country match
3714,inscriptions-otbce-in-israel-museum,Inscriptions OT/BCE in Israel Museum,Israel,Israel Museum and Yad VaShem (5 folders) / Jerusalem (65 folders!) / Central / Israel / Browse by Countries,,,,none,,no match
3715,pilgrims-street-and-main-drain,Pilgrims' Street and Main Drain,Israel,Jerusalem (65 folders!) / Central / Israel / Browse by Countries,31.7781777,35.227441,nominatim,low,,"matched 'קאזה נובה, 10, הבורסקאים, הרובע הנוצרי, העיר העתיקה, ירושלים | القدس, נפת ירושלים, מחוז ירושלים, 9114101, ישראל'"
3716,late-romanbyzantine-objects-israel-museum,Late Roman/Byzantine Objects Israel Museum,Israel,Israel Museum and Yad VaShem (5 folders) / Jerusalem (65 folders!) / Central / Israel / Browse by Countries,,,,none,,no match
3717,shivtasoubaita,Shivta/Soubaita,Israel,Negev Highlands / South / Israel / Browse by Countries,30.88,34.63,wikidata,high,Q2037692,matched 'Shivta' (archeological site in Israel) — archaeological/historic class; country match
3718,negev-agriculture,Negev Agriculture,Israel,South / Israel / Browse by Countries,30.5,34.916666666667,wikidata,low,Q162843,matched 'Negev' (desert and semidesert region of southern Israel) — country match
3719,aphrodisias-theater-and-stadium,Aphrodisias Theater And Stadium,Turkey,Lycia/Caria/Turquoise/Mediterranean Coast / Western Turkey / Turkey / Browse by Countries,37.708333333333,28.723611111111,wikidata,high,Q618495,"matched 'Aphrodisias' (ancient city in Geyre, Aydın, Turkey) — archaeological/historic class; country match"
