news_ID,news_Title,news_Text,news_DateAdded,news_Active,news_Gallery,news_YouTubeId
85,Huge Quarry at Alexandria Troas,"<p>There is a very &quot;out of the way&quot; quarry located about 10 mi. from <a href=""http://wp.me/p16e8A-17f"">Alexandria Troas</a>.&nbsp; In this quarry there were at least 12 huge, mainly completed, columns.&nbsp; Some of them were about 30-40 feet in length and about 4-5 feet thick.&nbsp; It was amazing to contemplate how they were quarried and rounded as they were being prepared for shipment.</p>

<p>In the New Testament it is mentioned five times as Troas. It was here, on Paul&#39;s second missionary journey, that in a vision he received a call to proceed to Europe (Acts 16:8&ndash;11).&nbsp; You are invited to join us as we <em>Follow in the Footsteps of Paul: Turkey and Greece </em>in May 2019.&nbsp; Contact Dr. Carl Rasmussen for additional information: <a href=""mailto:footstepstours@comcast.net?subject=Information%20for%20IFOP%20May%202019"">footstepstours@comcast.net</a>.</p>
",1/27/2014 9:24:00AM,False,"TWNAATQR01|40-foot columns in one of the quarries near Alexandria Troas.
TWNAATQR05|Massive columns in one of the quarries near Alexandria Troas.
IFOP201404|A short hike to one of the quarries near Alexandria Troas.  Click on image for information to join us in May/June 2020.|http://holylandphotos.org/page.asp?page_ID=50
TWNAATQR02|Finished and unfinished columns.",
86,Recent Developments at the Gihon Spring,"<p>
	<a href=""http://wp.me/p16e8A-19c"" target=""_blank""><img alt="""" src=""/userfiles/images/Gihon400.jpg"" style=""width: 300px; height: 199px; border-width: 1px; border-style: solid; margin-left: 5px; margin-right: 5px; float: left;"" /></a>In a recent visit to the complex water system at the City of David (think Gihon Spring, Warren&#39;s Shaft, Hezekiah&#39;s Tunnel) I was delighted to find that the scaffolding that had covered the excavations of Ronny Reich and Eli Shukron had been removed and were now visible in all their glory to visitors!&nbsp;</p>
<p>
	<a href=""http://wp.me/p16e8A-19c"" target=""_blank"">Click Here</a> to visit my blog on this subject. <a href=""http://wp.me/p16e8A-19c"" target=""_blank"">I have posted several images of this wonderful development there</a>.&nbsp; Since I am traveling, I will not be able to post them to www.holylandphotos for a while.</p>
",3/21/2014 8:53:00AM,False,,
87,Wild Boar (pigs!) at Caesarea Philippi!,"<p><a href=""http://wp.me/p16e8A-19E"" target=""_blank""><img alt="""" src=""/userfiles/images/Boars01.jpg"" style=""border-style:solid; border-width:1px; float:left; height:241px; margin-left:5px; margin-right:5px; width:400px"" /></a>When our student group was preparing our lunch at the picnic grounds on the site of Banias (NT Caesarea Philippi&mdash;think Peter&#39;s confession of Jesus as the Christ/Messiah&mdash;Matthew 16:16 and gospel parallels).&nbsp; Looking up from our lunch, much to my surprise I saw a herd of about 15 wild boar near another picnic table close to us (adults plus young ones)!!&nbsp; During my 15 years in Israel I had never seen a wild boar in the wild and here we were IN a Jewish national park and there they were!</p>

<p>Additional pictures and commentary are available on <a href=""http://wp.me/p16e8A-19E"" target=""_blank"">my blog</a>.</p>
",4/11/2014 4:46:00AM,False,,
88,A Visit to the Hot Springs at Thermopylae,"<p><a href=""http://holylandphotos.org/browse.asp?s=1,4,257,416&amp;img=GCTH21"" target=""_blank""><img alt="""" src=""/userfiles/images/GCTH21_400.jpg"" style=""border-style:solid; border-width:1px; float:left; height:266px; margin-left:5px; margin-right:5px; width:400px"" /></a><a href=""go.asp?s=416"" target=""_blank"">Themopylae</a>, 85 mi. northwest of Athens, is the place where in 480 B.C., 300 Spartans and 700 Thespians (temporarily) held off about 300,000 invading Persians led by Xerxes.&nbsp; The stalled Persians eventually sent a force of men around Leonidas&rsquo; forces, through the mountains to the west of the pass thus encircling the Spartans from in front and behind in the pass.<br />
<br />
The Spartans fought valiantly, but eventually all, save two, were killed in battle.&nbsp; The Persians continued their advance on Athens and burned the city.&nbsp; But in pursuit of the Athenians, by land and by sea, they were defeated that year off the island of Salamis.&nbsp; Their final defeat came the next year at the battle of Plataea and the (short) era of peace that followed ushered in the classical period of Greek history.</p>

<p>&quot;Thermopylae&quot; means &ldquo;hot gateway&rdquo; and hot springs still exist in the area&mdash;<a href=""http://wp.me/p16e8A-1cK"" target=""_blank"">Click Here to view the springs on my blog</a>.<br />
<br />
&nbsp;</p>
",4/22/2014 7:20:00AM,False,,
89,Lifting Heavy Objects,"<p><a href=""http://wp.me/p16e8A-1c2"" target=""_blank""><img alt="""" src=""/userfiles/images/LewisBoltWikipedia.jpg"" style=""border-style:solid; border-width:1px; float:left; height:200px; margin-left:5px; margin-right:5px; width:177px"" /></a>Over the years I have seen various diagrams illustrating how the ancient Greeks and Romans&mdash;not to mention Herod the Great&mdash;lifted heavy stones into place as they constructed the walls of temples and erected columns.&nbsp; But the first time that I heard about a <em>Lewis Bolt</em> was watching a fascinating DVD put out by <em>The Great Courses</em> entitled <em>Understanding Greek and Roman Technolo</em>gy<em>: From the Catapult to the Pantheon</em>.</p>

<p>I found that the use of <em>Lewis Bolts</em> was actually very common.&nbsp; So on a recent trip to Turkey and Greece I began to look more carefully at the carvings into column and architectural pieces that might exhibit where <em>Lewis Bolts</em> may have been used.&nbsp; See now <a href=""http://wp.me/p16e8A-1c2"" target=""_blank"">my blog post on this technique</a>.</p>
",6/13/2014 3:46:00PM,False,,
90,Very Long Roman Bridge in Turkey,"<p><a href=""http://holylandphotos.org/browse.asp?s=1,3,7,183,590&amp;img=TWTQLIBR03"" target=""_blank""><img alt="""" src=""/userfiles/images/TWTQLIBR03_400.jpg"" style=""border-style:solid; border-width:1px; float:left; height:266px; margin-left:5px; margin-right:5px; width:400px"" /></a>I have added 8 images of a very long and well&ndash;preserved Roman Bridge that is found in southern Turkey.&nbsp; The preservation and construction details are amazing.</p>

<p>View of the surface of the Roman Road atop the <a href=""go.asp?s=590"" target=""_blank"">Limyra Bridge</a>.</p>

<p>View looking east along the original surface of the Roman Road that crosses the bridge.&nbsp; The bridge is 1,181 ft. (360 m.) long!&nbsp; The roadbed is roughly 13 ft. (4 m.) wide and as is evident in the photo there is no evidence of wheel ruts from cars marking the pavement.&nbsp; It thus appears that the bridge was mainly used for foot traffic.&nbsp; Indeed, travel by cart or chariot in Lycia is difficult&mdash;due to its mountainous terrain.</p>

<p>Unfortunately the green houses and orchards are encroaching on the bridge.&nbsp; Hopefully the local population will leave the bridge intact.</p>
",6/15/2014 5:16:00AM,False,,
91,From Asia Minor to Europe,"<p>Paul, Silas, and Luke&mdash;from Asia Minor to Europe.&nbsp; Acts 16:11&nbsp; &quot;From <strong>Troas</strong> we put out to sea and sailed straight for <strong>Samothrace</strong>, and the next day on to <strong>Neapolis</strong>.&quot;</p>
",7/2/2014 4:13:00PM,False,"TWNAAT20|The harbor at Troas from which Paul, Silas, and Luke departed to Europe (17 images)
GNISSA10|A temple on Samothrace where Paul's ship overnighted on the way to Europe (19 images)
GNMTKV02|Neapolis — where Paul landed in Europe (10 images)
GNMTPPS01|Philippi — where Paul first preached in Europe (14 images)
IFOP201201|Study Tour Group at Philippi — Next Study Tour to Turkey and Greece May/June 2020|http://holylandphotos.org/page.asp?page_ID=50",
92,Inscriptions Related to the New Testament,"<p><strong>Click on Image to go to Photo and Commentary</strong>.</p>
",7/23/2014 5:40:00PM,False,"TCSCPA28|Sergius Paulus Inscription from Pisidian Antioch (Acts 13:7) — Click on Image to Go to Page and Picture
GSPLCO01|Erastus Inscription from Corinth (Romans 16:23) — Click on Image to Go to Page and Picture
TWMRISAM06|Jerusalem Temple Inscription Forbidding Gentiles to Enter Temple (Ephesians 2:14) — Click on Image to Go to Page and Picture
TWCSML06|God–Fearer Inscription from Miletus (Acts 20) — Click on Image to Go to Page and Picture
GCTCDLAR15|Gallio Inscription from Delphi (Acts 18) — Click on Image to Go to Page and Picture
IFOP201403|Our Group of Travelers Exploring the Harbor At Alexandria Troas, from which Paul Departed for Macedonia (Europe; Acts16:11) — Next Study Tour to Turkey and Greece May/June 2020|http://holylandphotos.org/page.asp?page_ID=50",
94,Ancient Synagogues in Turkey,"<p><strong><em>Click on Image to go to Photo and Commentary.</em></strong></p>
",7/24/2014 6:51:00PM,False,"TWNASR09|The Synagogue at Sardis
TWTQAD11|The Synagogue at Andriace on the southern coast of Turkey
TWCSPN02|Torah Niche at the Synagogue at Priene
IFOP201207|Study Tour Group at The Theater at Aspendos (Turkey) — Next Study Tour to Turkey and Greece May 2019|http://holylandphotos.org/page.asp?page_ID=50",
95,"Who Was Artemis?  (Acts 18:24, 27-28)",,7/27/2014 9:12:00PM,False,"TWCSEP32|Remains of the Temple of Artemis at Ephesus
GSPLCR20|Artemis with short skirt, belt, and quiver
GAAPIMU09|A bronze Artemis with quiver from second century B.C.
TWCSEA02|The many breasted(?), with zodiac, Artemis from Ephesus (Acts 18)
TWCSEA21|The Artemis Temple in Ephesus on a coin (3rc century A.D.)",
96,Stadiums In the Ancient World,"<p>In the Greco-Roman world stadiums were used for athletic contests including running races (compare Acts 20:24; Gal 2:2; Phil 2:16; 2 Tim 4:7; etc.) wrestling, boxing (1 Cor 9:26&ndash;27), discus and javelin throwing and other spectacles.</p>

<p>Note how the writer of the book of Hebrews (12:1) writes &quot;Therefore, since we are surrounded by such a great cloud of witnesses, let us throw off everything that hinders and the sin that so easily entangles, and let us run with perseverance the race marked out for us.&quot;</p>
",7/29/2014 11:34:00AM,False,"TCMCPEED07|The Stadium at Perga (Turkey)
TWSCLD02|The Stadium at Laodicea (Turkey)
GCTCDLST08|The Stadium at Delphi (Greece)
GSPLNE04|The Stadium at Nemea (Greece)
TWCSPN22|Starting Blocks at Stadium at Priene (Turkey) — In the Footsteps of Paul (May/June 2021) — Click on Image for Information|http://holylandphotos.org/page.asp?page_ID=50",
97,Recent Excavations at Perga (Acts 13:13; 14:25),"<p><em>On his first journey, Paul and Barnabas visited Perga twice (Acts 13:13; 14:25).</em></p>
",8/5/2014 6:52:00PM,False,"TCMCPENE02|One of the Main Streets of Perga (Acts 13:13; 14:25) — Click on Image to go to the picture
TCMCPENE03|Water Channel Running along the street in Perga (Acts 13:13; 14:25) — Click On Image to go to the picture
TCMCPEMS01|Newly excavated Tomb of Plancia Magna—the benefactress of Perga.
TCMCPENE04|Monumental Arch — Perga (Acts 13:13; 14:25) — Click On Image to go to the picture
IFOP201406|In the Footsteps of Paul Tour Group on the Road to Assos — Click on Image for Information about our October 2021 Adult ""Study Tour""|http://holylandphotos.org/page.asp?page_ID=50",
99,You are invited to join us in a visit to the Mysterious Monasteries at Metéora in Greece,"<p>Meteora, is located approximately 220 mi. northwest of Athens.&nbsp; The name means, &quot;suspended in the air.&quot;&nbsp; In the area there are over 60 tall isolated geological formations&mdash;some of which have Greek Orthodox monasteries built on them.&nbsp;&nbsp; Hermits first settled the area in the 5th century A.D. and it was in the 14th century that St. Athanasius established the first monastery on one of these tall sandstone outcrops.&nbsp; Eventually there were 24 monasteries although today there are only 5 of them plus one convent.</p>
",11/3/2014 7:55:00AM,False,"GCMET02|Agia Triads Monastery—it took 70 years to hoist all the building materials to the top!
GCMET01|Some of the 60 1,000 ft high rock formations at Metéora
IFOP201310|""In the Footsteps of Paul Tour Group"" at the Monastery of Varlaam in Meteora — Click on Image for Information — there is still time to join our group|http://holylandphotos.org/page.asp?page_ID=50
GCMET03|Agia Stefanos—a convent for nuns.",
100,Unique Mudbrick Buildings in Israel,"<p>It is very very rare to discover buildings with their roofs intact in Israel.&nbsp; But such a discovery was made at Tell Jemmeh, a site located about 8 mi. south of Gaza.&nbsp; These buildings evidently date to the days of the Judean kings Hezekiah and/or Manasseh in the 7th century B.C.&nbsp; It may very well be that the great Assyrian ruler, Esarhaddon may have actually stayed in this palace located above these structures (2 Kings 19:37; Ezra 4:2; Isa 37:38)!!</p>

<p>Unfortunately, all of these marvelous structures have been destroyed by rain and wind.</p>
",11/10/2014 10:55:00AM,False,"ICPPJM10|The foundations (8+ ft. high) of a round silo at Tell Jemmeh
ICPPJM11|The voussiors of one of the structures from Tell Jemmeh
ICPPJM04|The doorway into of the the structures at Tell Jemmeh
IFOP201304|Members of the In the Footsteps of Paul Tour Group investigating the large Temple to Apollo at Didyma (Turkey) — Click on Image for Information|http://holylandphotos.org/page.asp?page_ID=50",
104,Weekly Book Sale — Ends Tuesday 24 February,"<p>Alter, Robert.&nbsp; <em><strong>The Art of Biblical Poetry</strong></em>.&nbsp; Basic Books, 1985.&nbsp; [Hardcover, very few markings] $6.00.</p>

<p>Alter, Robert and Frank Kermode, editors.&nbsp; <strong><em>A Literary Guide to the Bible</em></strong>.&nbsp;&nbsp; [Hardcover, like new, no markings] $12.00</p>

<p>Anderson, Bernhard W.&nbsp; <strong><em>Understanding the Old Testament</em></strong>.&nbsp; Fourth edition.&nbsp; 1957.&nbsp; [Hardcover, no markings] $6.00.</p>

<p>Mays, James L.&nbsp; <em><strong>Hosea: A Commentary</strong></em> <em>Old Testament Library.</em>&nbsp; Philadelphia: The Westminster<br />
Press, 1969. [Very good condition, unmarked, hardcover]&nbsp; $10.00.</p>

<p>Mays, James L.&nbsp; <em><strong>Micah: A Commentary</strong></em> <em>Old Testament Library.</em>&nbsp; Philadephia: The Westminster Press, 1976.<br />
[Very good condition, unmarked, hardcover]&nbsp; $8.00.</p>

<p>Noth, Martin.&nbsp; <em><strong>Numbers: A Commentary </strong>Old Testament Library</em>.&nbsp; Philadephia: The Westminster Press, 1968.<br />
[Very good condition, unmarked, hardcover]&nbsp; $8.00.</p>

<p>Contact <a href=""mailto:holylandphotos@comcast.net?subject=Book%20Sale%20-%2017%20February"">Dr. Carl Rasmussen</a> by Tuesday 24 February.</p>
",2/15/2015 9:25:00PM,False,,
105,Panorama Photos,"<p>The following is a list of Panoramic Photos that we have added.&nbsp; These are large photos, and to appreciated their size and quality, please Download Photo at the &quot;Max Size Available&quot; and then view the photo.</p>

<p><a href=""go.asp?img=INLGHA70"" target=""_blank"">The Mount of Olives</a>, <a href=""go.asp?img=INLGHA70"" target=""_blank"">The Route from Cana of Galilee to the Sea of Galilee</a>, <a href=""go.asp?img=ICSPCMCR01"" target=""_blank"">Crusader Harbor</a> at Caesarea Maritima, the <a href=""go.asp?imt=INHVTJ05"" target=""_blank"">Harod Valley</a>, and the <a href=""go.asp?img=INSGMGNS05"" target=""_blank"">Excavations at Magdala</a>.</p>
",2/16/2015 1:45:00PM,False,"JRMOGNNW01|The Mount of Olives in Jerusalem.
INLGHA70|Route from Cana of Galilee to the Sea of Galilee.
ICSPCMCR01|The Crusader Harbor at Caesarea Maritima (Israel)
INSGMGNS05|The excavations at Magdala — Home of Mary Magdalene (on Sea of Galilee)",
106,Avigad's Excavations in the Jewish Quarter,"<p>Images related the upper class dwellings that were excavated by Nahum Avigad in the Jewish Quarter.&nbsp; Here are a few of them.&nbsp; Click on Image to view/enlarge/download.</p>
",7/11/2015 1:46:00AM,False,"IJOCATWO01|One of the ""priestly"" houses excavated by Avigad—now in the Wohl Museum in the Jewish Quarter.
IJOCATWO13|Artifacts from some of the houses excavated by Avigad—now in the Israel Museum.
IJOCATWO02|A mosaic in one of the houses excavated by Avigad—now in the Wohl Museum in the Jewish Quarter.
IJOCATWO14|A capital from one of the houses excavated by Avigad—now in the Israel Museum.
IFOP201301|Pergamum: you are invited to join our adult ""Study Tour"" to Turkey and Greece—October 2021 that visits ALL of the seven churches of Revelation plus much more.  PS - this is the only time we all wore the same shirts ;-)|page.asp?page_ID=50
",
108,Featured Images — Click on Image to view/download,"<p>Click on Image to view/enlarge/download.</p>
",9/3/2015 7:11:00PM,False,"INGLVS10|Mount Hermon (northern Israel and Syria)
TCSCPA27|The ""Church of Saint Paul"" at Pisidian Antioch (Acts 13:14–51)
ALAQVE03|A Roman Bath on the Via Egnatia Leading to Illyricum — Romans 15:18-10 (Albania)ISNHVS01|Nahal Zin in the Negev Highlands (Israel)
GNMTTHSD10|Saint Demetrius Church in Thessaloniki
ALDUMU03| Eighteen-inch high glass  burial vessel from the Roman Period (Durres, Albania)
IFOP201404|For a few details on our adult ""Study Tour"" to Turkey and Greece—May/June 2021|page.asp?page_ID=50",
109,7 Churches of Revelation,"<p>Here are links to images of the seven churches of Revelation 1&ndash;3.&nbsp; Click on the images for many more images of each place.&nbsp; Enjoy!</p>
",11/17/2015 11:52:00PM,False,"TWCSEPTH02|Ephesus—the first of the seven churches mentioned in Revelation 1–3 — One of the Luxury house.
TWCSSM03|Smyrna—the second of the seven churches mentioned in Revelation 1–3 — View of the agora (market place).
TWNAPG30|Pergamum—the third of the seven churches mentioned in Revelation 1–3 — The altar of Zeus.
TWNATY08|Thyatira—the fourth of the seven churches mentioned in Revelation 1–3 — An overview of the excavations.
TWNASRSO21|Sardis—the fifth of the seven churches mentioned in Revelation 1–3 — The Citadel and the Temple of Artemis.
TWNAPH01|Philadelphia—the sixth of the seven churches mentioned in Revelation 1–3 — An overview.
TWSCLDRS02|Laodicea—the seventh of the seven churches mentioned in Revelation 1–3 — A view of one of the Temples.
IFOP201301|At Pergamum — You are invited to join our 18-day adult ""Study Tour"" to Turkey in April/May 2026 that visits ALL of the seven churches of Revelation plus much much more|/page.asp?page_ID=63",
110,Christmas Images,"<p>Click on the image to go to others related to the place or topic.</p>

<p>In preparation for Christmas the following links will take you to <a href=""http://holylandphotos.org/browse.asp?s=1,2,5,36,182"" target=""_blank"">Nazareth where the annunciation took place</a>; to <a href=""http://holylandphotos.org/browse.asp?s=1,2,6,15,104&amp;img=ICHJBT51"" target=""_blank"">Bethlehem</a> where Jesus was born; to &quot;<a href=""go.asp?img=ICHJSF08"" target=""_blank"">Shepherds&#39; Field</a>;&quot; to an example of a <a href=""http://holylandphotos.org/browse.asp?s=1,2,5,24,126&amp;img=INJVMG56"" target=""_blank"">manger</a> (also, use Search Window); and to the <a href=""go.asp?img=ICHJHR08"" target=""_blank"">Herodium</a> where Herod the Great had a pleasure palace and where he was <a href=""http://holylandphotos.org/browse.asp?s=1,2,6,15,418"" target=""_blank"">buried</a>.</p>

<p>To visit the original home of Saint Nicholas at Myra in Turkey(!), <a href=""go.asp?s=188"" target=""_blank"">click here</a>!</p>
",12/13/2015 7:32:00PM,False,"ICHJBT51|Bethlehem: Grotto of the Nativity (Matthew 2; Luke 2)
ICHJSF08|Shepherds' Field (Luke 2)
INJVMG56|Stone feeding Manger from Megiddo (Luke 2)
INLGNZa02|Basilica of the Annunciation in Nazareth (Luke 1:26–38)
INLGNZ30|Nazareth — Overview of the City
ICHJHR08|The Herodium — 3.5 mi. southeast of Bethlehem.  Palacef/Fortress of Herod the Great.
IFOP201301|Pergamum: You are invited to join one or both of our adult ""Study Tours"" to Turkey and Greece — April/May, 2026|page.asp?page_ID=63",
111,Synagogues of the Golan,"<p>There are some 26 Talmudic era synaguges that have been located on the Golan Heights&mdash;to the east and northeast of the Sea of Galilee.</p>
",6/30/2016 4:57:00PM,False,"INGLGM08|Synagogue of Gamala — possibly from the first century B.C.E.
INGLDA07|Synagogue of Deir Aziz — possibly from the sixth century C.E.
INGLUK06|Synagogue of Umm el–Kanatir (Qanatir) — possibly from the sixth century C.E.
IFOP201611|Corinth: Studying the Erastus Inscription (Acts 19:22; Rom 16:23; 2 Tim 4:20). You are invited to join our adult ""Study Tour"" to Turkey, Greece, and Patmos—October 2021—that visits ALL of the seven churches of Revelation plus much more.|page.asp?page_ID=50",
113,Pompeii,"<p>Pompeii was famously destroyed in August of A.D. 79 &mdash; or October 17, 79, according to recent discoveries at the site.</p>
",8/4/2016 2:11:00PM,False,"ITPOGN02|Gardens of Pompeii and Mount Vesuvius
ITPOGN04|Pompeii Amphitheater — the Oldest in the World
ITPOGN01|Mount Vesuvius
IFOP201401|In the Footsteps of Paul Tour Group on the Acropolis in Athens — Click on Image for Information|http://holylandphotos.org/page.asp?page_ID=50",
117,"You are invited to join our In the Footsteps of Paul Adult Tour, May/June 2022","<p>Greetings!&nbsp;&nbsp; Mary and I invite you to join us on an 18-day adult &quot;study tour&quot; to Turkey and Greece&mdash;following in the <a href=""page.asp?page_ID=50"" target=""_blank""><em>Footsteps of Paul in Turkey and Greece</em></a>.&nbsp; We have a handcrafted itinerary and excellent guides.&nbsp; In addition,&nbsp; I will be giving mini-lectures along the way both on the bus and on the sites, drawing from my studies and from the 26+ trips that we have led to Turkey and Greece.&nbsp; We will relate what we are seeing to the New Testament and the Early Christian Church.&nbsp; Thus, it is not a mere tour, but a hands-on experience as we study the New Testament and its Greco Roman background together!</p>

<p>Noteworthy!&nbsp;&nbsp; We will visit all 7 churches mentioned in Revelation 1-3 and places where 15 of the 27 New Testament books were written to and/or from!&nbsp; This year we are including a day trip to the Island of Patmos where John received his &quot;revelation&quot; (Revelation 1:9) and a visit to one of the &quot;hanging monasteries&quot; of Meteora.</p>

<p>Contact us soon if you are interested (<a href=""mailto:footstepstours@comcast.net?subject=October%202021%20%E2%80%94%20Tour%20to%20Turkey%20and%20Greece%20%E2%80%94%20HLP"">footstepstours@comcast.net</a>).</p>
",1/1/2017 6:38:00PM,False,"IFOP201404|For a few details on our adult ""Study Tour"" to Turkey and Greece—May/June, 2022|page.asp?page_ID=50
IFOP201403|Exploring the harbor at Alexandria Troas from which Paul set sail for Europe.|page.asp?page_ID=50
IFOP201626|Corinth: Studying the Erastus Inscription (Acts 19:22; Rom 16:23; 2 Tim 4:20). You are welcome to join our adult ""Study Tour"" to Turkey and Greece—May/June, 2022 that visits ALL of the seven churches of Revelation plus much more.|page.asp?page_ID=50
IFOP201401|In the Footsteps of Paul Tour Group on the Acropolis in Athens — Click on Image for Information|http://holylandphotos.org/page.asp?page_ID=50
IFOP201310|""In the Footsteps of Paul Tour Group"" at the Monastery of Varlaam in Meteora — Click on Image for Information|http://holylandphotos.org/page.asp?page_ID=50
IFOP201304|Checking out the Temple of Apollo at Didyma.|page.asp?page_ID=50
IFOP201301|Pergamum: You are welcome to join our adult ""Study Tour"" to Turkey and Greece—May/June, 2022 that visits ALL of the seven churches of Revelation plus much more.  PS - this is the only time we all wore the same shirts ;-)|page.asp?page_ID=50",
119,The Church at Magdala,"<p>At Magdala, northwest of Tiberias on the Sea of Galilee, there is a special chapel called &quot;<strong><em>Duc in Altum</em></strong>.&quot;&nbsp; This is Latin for the words of Jesus addressed to Peter as recorded in Luke 5:4 where, after preaching from his boat, He tells him to &quot;<strong><em>Put out into deep water</em></strong>, and let down the nets for a catch.&quot;</p>

<p>After a large catch, the boat began to sink, Peter and his partners left all behind to follow Jesus&mdash;to become &quot;fishers of men&quot; (5:10).&nbsp;&nbsp; The chapel is a call for present-day followers of Jesus to become &quot;fishers of men.&quot;</p>

<p>We will visit Magdala on our Biblical Studies tour in April 2023.&nbsp; You are invited to join us for the whole 33-day trip (<a href=""page.asp?page_ID=60"" target=""_blank"">Israel/Jordan, and Turkey and Greece</a>) or the <a href=""page.asp?page_ID=56"" target=""_blank"">Israel/Jordan portion</a>.</p>
",2/14/2017 4:27:00PM,False,"INSGMGNS04|Boat Altar.
INSGMGNS42|The Chapel of Mary Magdalene.
INSGMGNS02|Women's Atrium.
INSGMGNS38|Encounter Chapel.
INSGMGNS01|Exterior of the Duc in Altum (Put out into deep water [Luke 5:4]).
INSGMGNS43|Talitha Koum Chapel (one of four small chapels).
IsraelTs01|Dr. Arfan Najar the excavator of Magdala addressed our group by the special ""box"" that was found at Magdala.  You are invited to visit Magdala with us in April, 2023 on our 13-day Israel Jordan trip.|/page.asp?page_ID=56",
121,Images of the Healing Center at Pergamum,"<p>The Asclepion, the healing center of Pergamum (one of the Seven Churches of Revelation 2), was world famous &ndash; named after the healing god Asclepius (one of his titles was &quot;savior!).&nbsp; During the Roman period emperors such as Hadrian, Marcus Aurelius, and Caracalla visited it.&nbsp; People came to the Asclepion for &ldquo;holistic&rdquo; treatment that included recreation, theater, music, sports, fasting, late&ndash;night runs in the nude, mudpacks, cold and hot baths, potions, herbs, dream interpretation, etc.</p>
",3/2/2017 3:25:00PM,False,"TWNAPA09|Pergamum: Theater and large courtyard of the healing center (Asclepion)
TWNAPRAS12|Pergamum: The Interior of the Treatment Center at the Asclepion
TWNAPRAS06|Pergamum Healing Center: The Portico on the west side of the Asclepion
TWNAPA19|Pergamum: The north portico of the healing center (Asclepion)
TWNAPA07|Pergamum: The Propylon of the Asclepion
TWNAPA11|Pergamum: One of the ""healing pools"" in the Asclepion
TWNAPA13|Pergamum: Entrance to a long underground tunnel in the healing center (Asclepion)
IFOP201605|This traveler was ""healed"" at the Asclepion at Pergamum!|page.asp?page_ID=50
",
122,Didyma (Turkey) — A Well Preserved Temple,"<p>The Apollo Temple at Didyma was the site of a world famous oracle of Apollo (compare <a href=""http://holylandphotos.org/go.asp?img=GCTCDLTA01"" target=""_blank"">Delphi</a>! in Greece).&nbsp; About 300 B.C. Seleucus I Nicator began building the well-preserved Hellenistic Temple that still stands today. For the next 500(!) years it was under construction. It went out of use during the fourth century A.D. as Christianity grew stronger in this region.</p>
",4/18/2017 9:21:00PM,False,"TWCSDD35|Temple of Apollo at Didyma
TWCSDD15|Cornerstone of Apollo Temple — Eph 2:20
TWCSDD06|Forest of Columns at the Apollo Temple
TWCSDD02|Pilgrim Path to the Apollo Temple
TWCSDD04|Tumble of Columns
IFOP201304|Checking out the Temple of Apollo at Didyma. You are invited to join us on our Following In the Footsteps of Paul: Turkey, Greece & Patmos trip in October 2021.|page.asp?page_ID=50
",
123,The Forum in Rome,,4/19/2017 1:25:00PM,False,"YRMFORWE18|The Roman Forum West.
YRMFOR01|The Roman Forum East.
YRMAT07|The Exterior of the Arch of Titus.
YRMFOES22|The Latin Inscription on the Arch of Titus.
YRMAT08|The Arches of Constantine and Titus.
YRMFOR02|The House of the Vestal Virgins in the Roman Forum.
YRMFORWE21|The Temple of Vesta in the Roman Forum.",
